,S&P 500 COMPOSITE - PRICE INDEX,cmdty BLS Commodity Price Ind 'DEAD' - PRICE INDEX,Gold Bullion LBM $/t oz DELAY,Crude Oil-WTI Spot Cushing U$/BBL,US INITIAL CLAIMS FOR UNEMPLOYMENT INSURANCE (BCI 5) VOLA,US NAHB MARKET SURVEY: NEW SINGLE FAMILY HOME SALES-CURRENTLY,US CONSUMER CONFIDENCE INDEX SADJ,US CONSUMER CONFIDENCE INDEX - EXPECTATIONS SADJ,US CONSUMER CONFIDENCE INDEX - PRESENT SITUATION SADJ,US CONSUMER CONFIDENCE CURRENTLY - JOBS PLENTIFUL SADJ,US CONSUMER CONFIDENCE CURRENTLY - JOBS HARD TO FIND SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY AUTO SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - INCOME DECREASED SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - INCOME INCREASED SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - JOBS FEWER SADJ,US CONSUMER CONFIDENCE CURRENTLY - JOBS NOT SO PLENTIFUL SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - JOBS MORE SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY ANY HOME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY HOME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY LIVED IN HOME,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY MAJOR APPL( SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY NEW AUTO SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY NEW HOME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY USED AUTO SADJ,US CONSUMER CONFIDENCE CURRENTLY - BUSINESS CONDITIONS BAD SADJ,US CONSUMER CONFIDENCE CURRENTLY - BUSINESS CONDITIONS GOOD SADJ,US CONSUMER CONFIDENCE CURRENTLY-BUSINESS CONDITIONS NORMAL SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - INCOME SAME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-BUSINESS CONDITIONS BETTER,US CONSUMER CONFIDENCE IN 6 MONTHS-BUSINESS CONDITIONS SAME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-BUSINESS CONDITIONS WORSE,US CONSUMER CONFIDENCE IN 6 MONTHS - JOBS SAME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY AIR CONDITIONER,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY AUTO UNCERTAIN,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY CARPET SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY CLOTHES DRYER,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY RANGE SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY REFRIGERATOR,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY TV SET SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY VACUUM CLEANER,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY WASHING MACHINE,US NATIONAL ASSOCIATION OF HOME BUILDERS HOUSING MARKET INDEX,US NAHB MARKET SURVEY: NEW SINGLE FAMILY HOME SALES-IN NEXT 6 MO,US NAHB MARKET SURVEY: TRAFFIC OF PROSPECTIVE NEW HOME BUYERS,US ISM PURCHASING MANAGERS INDEX (MFG SURVEY) SADJ,US ISM MANUFACTURERS SURVEY: NEW ORDERS INDEX SADJ,US ISM MANUFACTURERS SURVEY RESULTS: PRICES PAID - SAME VOLN,US ISM MANUFACTURERS SURVEY: PRODUCTION INDEX SADJ,US ISM MANUFACTURERS SURVEY: EMPLOYMENT INDEX SADJ
2013-10-15,1756.54,457.26,1323.61,96.38,352.0,58.0,72.4,72.2,72.6,11.6,34.9,11.9,15.5,15.7,22.6,53.5,16.0,1.7,5.5,3.1,50.5,4.2,0.7,6.7,23.0,19.5,57.5,68.8,16.0,66.5,17.5,61.4,4.2,1.0,9.1,6.0,4.4,6.2,13.5,8.8,7.4,54.0,61.0,43.0,54.6,57.4,68.0,57.4,53.2
2013-11-15,1805.81,463.15,1253.35,92.72,324.8,58.0,72.0,71.1,73.5,12.0,34.1,12.1,15.5,15.3,21.4,53.9,13.1,1.5,5.0,2.7,45.8,3.3,0.8,7.7,24.6,20.4,55.0,69.2,16.7,67.2,16.1,65.5,3.6,1.1,8.9,4.0,2.8,7.0,13.8,9.7,4.9,54.0,60.0,41.0,55.5,59.5,71.0,58.9,54.4
2013-12-15,1848.36,456.36,1207.85,98.42,346.0,63.0,77.5,79.0,75.3,11.9,32.9,12.0,14.3,13.9,19.4,55.2,17.1,2.5,7.4,3.5,49.3,4.0,1.4,6.8,23.2,20.2,56.6,71.8,17.4,68.7,13.9,63.5,4.3,1.2,9.2,4.9,4.5,6.8,13.5,9.0,6.3,57.0,62.0,43.0,56.5,63.9,68.0,61.4,53.0
2014-01-15,1782.59,457.98,1242.68,97.49,329.0,62.0,79.4,80.8,77.3,12.5,32.7,12.3,13.9,16.6,19.0,54.8,15.1,1.4,5.4,3.4,46.4,3.9,0.6,6.7,23.4,20.8,55.8,69.5,17.0,70.8,12.2,65.9,4.7,1.7,10.4,4.8,3.9,6.5,12.5,8.3,5.7,56.0,60.0,40.0,52.5,54.6,65.0,55.7,53.3
2014-02-15,1859.45,478.54,1325.7,102.59,332.3,51.0,78.3,76.5,81.0,13.4,32.4,13.8,13.4,15.8,20.9,54.2,13.7,0.7,5.7,4.1,47.9,5.4,0.9,6.9,22.0,21.2,56.8,70.8,17.3,69.1,13.6,65.4,4.0,1.5,10.1,4.7,4.1,7.1,13.3,8.3,6.4,46.0,54.0,31.0,55.0,58.6,63.0,53.9,54.6
2014-03-15,1872.34,493.68,1289.28,101.58,321.5,51.0,83.9,84.8,82.5,13.8,31.4,13.0,11.5,15.3,17.5,54.8,14.1,1.4,5.3,2.8,50.5,4.0,1.1,6.8,23.5,22.6,53.9,73.2,17.4,72.5,10.1,68.4,3.9,2.2,11.6,5.0,4.2,8.0,12.7,10.4,6.3,46.0,53.0,32.0,55.9,58.8,63.0,58.3,54.0
2014-04-15,1883.95,501.35,1293.7,99.74,326.3,50.0,81.7,83.9,78.5,13.0,32.8,10.6,12.9,16.8,18.0,54.2,14.7,1.7,5.6,2.9,45.9,3.4,1.0,5.5,24.8,22.2,53.0,70.3,17.2,72.3,10.5,67.3,4.5,1.7,10.4,5.6,2.9,6.1,11.8,8.5,6.5,46.0,56.0,31.0,56.6,57.3,66.0,57.9,57.5
2014-05-15,1923.57,497.99,1244.66,102.71,311.0,48.0,82.2,83.5,80.3,14.2,32.2,11.6,14.5,18.0,18.9,53.6,15.2,1.2,5.0,3.1,45.2,3.8,0.7,6.1,24.6,21.1,54.3,67.5,17.7,71.6,10.7,65.9,4.1,1.7,9.5,4.3,3.3,5.8,13.6,8.9,5.2,45.0,56.0,33.0,55.7,57.9,60.0,59.4,55.1
2014-06-15,1960.23,496.4,1316.93,105.37,313.5,53.0,86.4,86.4,86.3,14.6,30.7,12.2,11.4,16.7,18.4,54.7,16.3,1.2,5.4,3.6,50.4,4.6,0.6,6.0,22.8,23.4,53.8,71.9,18.4,70.1,11.5,65.3,4.4,1.6,10.2,5.7,4.0,6.9,13.7,9.4,6.3,49.0,58.0,36.0,55.0,56.8,72.0,59.7,53.4
2014-07-15,1930.67,488.47,1286.06,98.17,300.0,56.0,90.3,91.9,87.9,15.6,30.9,12.3,11.1,17.7,16.6,53.5,18.7,0.8,4.6,3.1,48.7,5.0,0.7,6.0,22.8,23.3,53.9,71.2,20.4,67.5,12.1,64.7,4.5,1.3,11.5,5.4,3.7,6.9,12.7,8.9,6.6,53.0,63.0,39.0,55.1,57.4,67.0,58.7,55.1
2014-08-15,2003.37,483.83,1287.93,95.96,303.8,58.0,93.4,93.1,93.9,17.6,30.0,13.5,11.6,15.5,15.2,52.4,17.8,1.0,5.3,3.1,45.7,4.9,1.2,6.8,21.3,23.5,55.2,72.9,20.8,69.3,9.9,67.0,3.4,1.8,10.1,4.6,3.5,5.5,13.5,8.9,6.3,55.0,65.0,42.0,56.3,60.1,69.0,60.1,56.9
2014-09-15,1972.29,473.42,1212.83,91.16,295.0,63.0,89.0,86.4,93.0,16.3,29.4,12.1,13.4,16.9,16.9,54.3,16.0,1.4,5.1,2.9,51.5,4.3,0.8,5.9,21.2,24.2,54.6,69.7,19.0,69.6,11.4,67.1,4.3,1.9,9.6,5.8,4.5,6.8,13.2,9.7,7.2,59.0,67.0,47.0,55.7,58.9,64.0,62.0,54.1
2014-10-15,2018.05,458.92,1165.69,80.54,285.5,57.0,94.1,93.8,94.4,16.5,29.0,10.8,11.3,16.7,14.1,54.5,16.0,1.1,5.7,3.5,49.2,3.9,1.1,5.8,21.3,24.7,54.0,72.0,19.4,71.7,8.9,69.9,3.2,1.1,10.1,6.0,3.8,6.7,14.1,9.1,6.3,54.0,64.0,41.0,56.2,59.8,66.0,60.7,53.8
2014-11-15,2067.56,454.64,1181.97,66.15,294.5,62.0,91.0,89.3,93.7,16.2,28.7,12.9,11.0,16.9,16.1,55.1,15.5,1.4,6.5,3.5,51.6,4.0,1.6,7.4,21.8,24.8,53.4,72.1,18.3,71.3,10.4,68.4,3.9,1.5,10.7,5.0,4.9,6.1,15.3,10.0,6.4,58.0,66.0,45.0,56.3,61.6,62.0,60.2,53.7
2014-12-15,2058.9,437.75,1186.33,53.27,284.5,62.0,93.1,88.5,99.9,17.2,27.3,12.2,10.2,16.2,16.5,55.5,14.6,1.2,4.9,2.8,51.9,4.2,0.9,7.0,18.9,24.7,56.4,73.6,17.8,72.3,9.9,68.9,4.5,1.0,10.1,5.1,3.9,6.6,13.2,11.2,7.4,58.0,64.0,46.0,55.7,58.2,53.0,58.7,57.2
2015-01-15,1994.99,422.45,1273.24,48.24,286.0,62.0,103.8,97.0,113.9,20.7,24.6,13.1,10.8,19.5,14.8,54.7,17.3,1.6,5.4,3.1,44.4,4.4,0.7,6.9,17.3,28.2,54.5,69.7,18.9,72.9,8.2,67.9,3.9,1.8,10.3,4.0,4.1,6.2,11.4,8.6,6.2,57.0,60.0,44.0,53.9,54.3,49.0,55.9,55.0
2015-02-15,2104.5,420.92,1216.57,49.76,301.3,61.0,98.8,90.0,112.1,20.3,25.1,11.8,10.8,16.4,14.8,54.6,13.8,1.4,5.6,3.5,50.0,4.1,0.7,6.5,16.7,26.7,56.6,72.8,17.6,73.5,8.9,71.4,4.3,1.2,10.0,5.2,4.4,7.9,14.4,7.5,6.3,55.0,59.0,39.0,53.0,53.9,55.0,55.0,51.8
2015-03-15,2067.89,414.98,1187.6,47.6,284.0,58.0,101.4,96.0,109.5,21.0,25.5,12.7,9.7,18.8,13.6,53.5,15.3,1.3,4.8,2.8,49.6,3.9,0.7,7.2,19.4,26.7,53.9,71.5,16.8,75.1,8.1,71.1,3.9,1.6,9.7,5.6,3.8,7.7,13.6,8.3,6.7,52.0,59.0,37.0,52.1,52.6,59.0,55.0,51.0
2015-04-15,2085.51,421.15,1180.69,59.63,282.3,61.0,94.3,87.1,105.1,19.0,25.9,11.1,10.8,17.4,16.4,55.1,13.8,1.2,5.1,3.3,47.2,3.7,0.6,5.7,19.2,25.5,55.3,71.8,15.4,75.5,9.1,69.8,4.0,1.7,10.9,4.9,3.9,6.6,12.7,9.0,6.1,56.0,63.0,40.0,51.9,52.8,71.0,55.7,50.4
2015-05-15,2107.39,424.74,1189.97,60.3,275.8,58.0,94.6,86.2,107.1,20.6,27.2,12.4,10.7,17.6,16.6,52.2,14.7,0.9,5.9,3.7,50.5,3.7,1.3,7.6,17.9,24.7,57.4,71.7,16.0,72.7,11.3,68.7,3.9,1.1,10.3,5.2,3.7,7.9,14.4,9.3,6.1,54.0,63.0,39.0,52.9,53.3,68.0,54.6,52.9
2015-06-15,2063.11,426.29,1169.35,59.47,273.8,65.0,99.8,92.8,110.3,21.3,26.1,13.1,10.6,17.6,15.2,52.6,17.1,1.1,5.6,3.5,47.4,4.9,1.0,6.3,18.0,26.1,55.9,71.8,17.9,71.9,10.2,67.7,4.1,1.9,9.2,5.4,4.6,5.4,12.6,8.5,6.8,60.0,69.0,44.0,52.5,54.4,73.0,53.2,53.5
2015-07-15,2103.84,410.37,1094.3,47.12,272.3,65.0,91.0,82.3,104.0,19.9,27.4,11.8,11.3,17.0,19.0,52.7,13.7,1.9,5.9,3.1,52.1,4.1,0.9,5.9,18.2,23.4,58.4,71.7,15.3,74.4,10.3,67.3,4.0,1.8,10.6,5.5,5.2,6.7,14.5,9.9,6.3,60.0,70.0,43.0,52.0,52.9,71.0,53.9,51.9
2015-08-15,1972.18,406.3,1130.69,49.2,276.5,66.0,101.3,91.6,115.8,22.1,21.7,10.8,9.8,16.2,14.5,56.2,14.9,1.1,4.4,2.6,49.5,3.5,0.7,5.6,17.8,23.7,58.5,74.0,16.6,74.3,9.1,70.6,4.1,1.7,10.5,5.2,4.0,6.7,13.0,9.5,7.0,61.0,70.0,45.0,50.2,51.5,66.0,52.6,48.9
2015-09-15,1920.03,403.38,1114.34,45.09,268.0,67.0,102.6,90.8,120.3,24.8,24.9,13.1,9.9,18.7,15.9,50.3,14.9,1.5,5.8,3.0,48.8,5.0,1.3,6.2,16.4,28.1,55.5,71.4,18.1,71.5,10.4,69.2,4.6,1.9,10.1,5.3,3.5,6.6,13.1,9.7,6.0,61.0,68.0,47.0,50.1,50.4,63.0,51.5,49.8
2015-10-15,2079.36,395.15,1141.05,46.59,267.0,70.0,99.1,88.7,114.6,22.7,24.6,9.8,10.5,18.1,16.6,52.7,14.4,1.8,6.2,3.2,47.4,4.2,1.2,4.5,18.3,26.8,54.9,71.4,18.1,71.5,10.4,69.0,4.7,1.1,10.4,4.8,4.1,6.4,12.4,9.4,5.6,65.0,75.0,47.0,49.1,52.1,60.0,51.9,45.6
2015-11-15,2080.41,384.0,1063.68,40.45,268.5,67.0,92.6,80.4,110.9,21.0,25.8,12.7,11.8,17.3,18.5,53.2,12.0,1.1,6.0,4.0,49.5,4.4,0.9,6.7,16.9,25.0,58.1,70.9,15.7,73.7,10.6,69.5,4.7,1.6,10.5,4.6,3.6,6.5,14.2,10.0,5.9,62.0,69.0,48.0,49.1,50.1,69.0,50.2,51.2
2015-12-15,2043.94,374.78,1062.38,37.04,269.3,65.0,96.3,83.0,116.4,24.2,24.5,11.3,9.5,16.3,16.8,51.3,12.4,0.7,6.2,3.9,51.5,3.8,1.6,5.9,18.9,27.1,54.0,74.2,14.5,74.7,10.8,70.8,4.3,1.6,10.7,5.9,4.1,7.4,13.1,10.3,6.4,60.0,66.0,46.0,48.7,49.0,59.0,49.8,46.8
2016-01-15,1940.24,383.51,1117.15,33.62,281.3,68.0,97.8,85.3,116.6,23.0,23.6,12.1,10.7,18.6,17.0,53.4,13.4,2.5,7.4,3.7,53.9,4.4,1.2,6.6,18.8,27.7,53.5,70.7,15.9,73.4,10.7,69.6,4.5,1.1,10.1,5.9,4.2,7.0,13.5,11.3,7.5,61.0,64.0,44.0,47.6,49.9,58.0,49.0,44.5
2016-02-15,1932.23,384.03,1232.88,33.75,266.8,65.0,94.0,79.9,115.0,22.8,23.6,12.9,11.6,17.7,17.7,53.6,12.2,1.8,5.9,3.0,47.3,4.3,1.1,6.6,19.0,26.5,54.5,70.7,14.5,73.9,11.6,70.1,4.2,2.0,9.8,5.6,3.2,6.1,13.6,8.8,5.8,58.0,64.0,39.0,49.2,52.1,58.0,51.9,47.5
2016-03-15,2059.74,401.21,1234.34,38.34,267.8,65.0,96.1,83.6,114.9,25.4,25.2,11.8,12.3,16.9,16.3,49.4,13.0,2.5,6.3,3.0,50.5,3.9,0.8,6.2,19.2,24.9,55.9,70.8,14.7,75.8,9.5,70.7,4.5,1.7,10.1,5.6,3.1,5.7,16.1,8.9,6.6,58.0,61.0,43.0,51.0,54.7,74.0,54.8,47.1
2016-04-15,2065.3,417.65,1292.34,45.92,264.3,63.0,94.7,79.7,117.1,24.2,22.8,11.8,12.4,15.8,16.7,53.0,12.7,1.4,5.3,3.0,51.6,4.5,0.9,5.9,18.2,24.2,57.6,71.8,13.8,75.4,10.8,70.6,4.4,1.4,11.6,4.7,4.4,8.2,14.3,8.7,6.9,58.0,62.0,44.0,51.3,55.8,63.0,53.8,50.3
2016-05-15,2096.96,412.21,1214.28,49.1,274.5,63.0,92.4,78.5,113.2,24.5,24.5,12.7,12.6,16.5,18.2,51.0,12.5,1.2,5.9,3.7,50.8,5.3,1.0,6.1,21.4,26.1,52.5,70.9,15.0,73.3,11.7,69.3,4.2,1.3,10.5,5.5,3.8,7.9,13.3,8.7,7.4,58.0,65.0,44.0,51.4,55.1,59.0,53.9,49.1
2016-06-15,2098.86,413.09,1321.07,48.33,262.8,64.0,97.4,84.6,116.6,23.2,23.7,12.7,11.3,18.2,17.7,53.1,13.9,1.1,4.8,2.6,48.1,5.4,1.1,6.1,18.3,26.8,54.9,70.5,16.6,72.2,11.2,68.4,4.3,1.2,9.0,6.0,4.1,6.3,12.7,8.2,6.5,60.0,69.0,46.0,52.2,56.3,66.0,54.2,48.7
2016-07-15,2173.6,408.3,1349.09,41.6,260.5,63.0,96.7,82.0,118.8,23.0,22.1,11.1,11.0,17.1,17.4,54.9,13.5,0.9,5.1,3.1,49.3,3.3,1.1,6.2,18.5,27.3,54.2,71.9,15.7,71.9,12.4,69.1,4.4,1.6,11.2,5.4,4.9,7.1,12.5,8.6,6.4,58.0,66.0,45.0,52.7,55.9,68.0,54.6,49.5
2016-08-15,2170.95,402.89,1307.93,44.7,263.5,65.0,101.8,86.1,125.3,26.8,22.8,12.3,11.0,18.5,17.5,50.4,14.4,1.8,6.9,3.4,50.9,3.9,1.7,6.8,18.2,30.3,51.5,70.5,17.6,71.0,11.4,68.1,5.2,1.6,11.1,5.7,3.8,6.5,13.6,9.6,6.5,59.0,66.0,44.0,49.8,51.2,69.0,50.1,47.8
2016-09-15,2168.27,402.61,1321.51,48.24,248.5,71.0,103.5,87.2,127.9,27.6,22.3,12.5,10.4,17.5,18.1,50.1,15.7,1.4,5.9,3.8,51.9,4.6,0.7,6.2,15.8,27.7,56.5,72.1,17.0,72.2,10.8,66.2,4.7,1.7,10.2,6.4,4.0,6.7,12.7,9.5,7.9,65.0,71.0,47.0,51.1,53.4,67.0,53.3,49.1
2016-10-15,2126.15,403.58,1273.88,46.86,258.5,69.0,100.8,86.0,123.1,25.3,21.7,13.4,10.2,17.4,16.6,53.0,14.4,1.4,5.5,3.2,51.8,4.4,0.9,7.2,17.3,26.5,56.2,72.4,16.4,71.8,11.8,69.0,4.8,1.8,11.4,5.2,5.2,7.2,13.1,9.2,7.1,63.0,71.0,46.0,51.8,54.2,60.0,53.9,51.2
2016-11-15,2198.81,419.93,1173.76,49.44,245.3,69.0,109.4,94.4,132.0,27.8,21.2,12.8,9.2,17.4,13.5,51.0,16.1,1.0,6.8,4.1,51.0,4.1,1.7,6.8,15.2,29.7,55.1,73.4,16.4,73.7,9.9,70.4,5.2,1.9,10.0,5.0,3.8,8.1,12.7,10.0,6.2,63.0,69.0,47.0,53.2,55.5,68.0,55.0,51.6
2016-12-15,2238.83,423.08,1157.49,53.72,253.3,75.0,113.3,106.4,123.5,26.0,22.7,13.9,8.6,21.5,14.1,51.3,21.7,1.3,6.7,4.3,52.6,4.8,1.1,7.5,17.8,28.6,53.6,69.9,24.7,66.4,8.9,64.2,5.4,1.6,11.1,6.4,4.1,7.0,13.6,9.9,6.2,69.0,78.0,52.0,54.4,59.0,58.0,58.7,53.3
2017-01-15,2278.87,433.65,1211.49,52.81,244.0,72.0,111.6,99.3,130.0,27.1,21.1,12.5,9.4,18.1,14.4,51.8,19.7,1.6,5.7,2.9,51.9,4.6,1.2,6.8,15.9,29.0,55.1,72.5,22.9,66.3,10.8,65.9,6.2,1.1,11.8,5.8,4.1,7.4,12.0,9.3,7.1,67.0,76.0,51.0,55.7,59.8,52.0,60.8,55.2
2017-02-15,2363.64,432.75,1256.64,54.01,231.8,71.0,116.1,103.9,134.4,26.9,19.9,13.7,8.1,19.2,13.6,53.2,20.9,1.3,6.5,4.0,49.9,5.9,1.2,6.8,13.4,28.3,58.3,72.7,23.9,65.6,10.5,65.5,4.7,1.0,13.4,6.4,4.1,7.3,12.4,8.5,6.5,65.0,73.0,46.0,57.7,64.5,56.0,62.8,54.5
2017-03-15,2362.72,430.67,1247.25,50.6,228.8,77.0,124.9,112.3,143.9,31.8,19.0,13.8,7.5,22.5,12.7,49.2,23.8,1.3,6.2,3.9,51.5,5.1,1.0,6.5,13.1,32.4,54.5,70.0,26.9,64.6,8.5,63.5,4.8,2.2,12.6,6.0,4.5,6.9,13.0,9.5,6.8,71.0,78.0,53.0,56.5,61.7,49.0,58.1,57.8
2017-04-15,2384.2,424.54,1267.86,49.33,230.8,74.0,119.4,105.4,140.3,30.3,19.4,14.0,7.6,18.7,13.8,50.3,21.9,2.0,6.4,3.4,52.9,4.9,1.0,7.8,13.7,30.8,55.5,73.7,25.1,64.5,10.4,64.3,5.1,1.3,11.1,6.3,4.9,7.7,11.9,9.1,7.9,68.0,75.0,52.0,55.8,57.4,51.0,59.4,54.3
2017-05-15,2411.8,434.2,1267.97,48.32,239.0,75.0,117.6,102.3,140.6,30.0,18.3,12.5,8.7,19.1,12.1,51.7,18.6,1.4,6.1,3.5,48.5,4.8,1.2,6.8,13.9,29.8,56.3,72.2,21.5,68.2,10.3,69.3,4.8,0.9,11.3,6.7,4.5,6.3,11.9,7.6,6.7,69.0,78.0,51.0,56.4,61.5,62.0,59.0,54.0
2017-06-15,2423.41,446.78,1243.47,46.04,249.3,72.0,117.3,99.6,143.9,32.0,18.4,12.6,9.3,20.9,14.6,49.6,19.2,2.0,6.0,3.1,52.1,4.2,0.9,7.0,13.4,30.6,56.0,69.8,20.1,69.9,10.0,66.2,4.2,1.4,10.8,5.9,4.4,7.0,14.0,9.0,7.6,66.0,75.0,49.0,56.2,60.4,57.0,60.3,55.9
2017-07-15,2470.3,441.98,1268.85,50.17,249.5,70.0,120.0,103.0,145.4,33.2,18.7,13.6,9.5,20.0,13.2,48.1,18.5,1.2,6.7,3.8,47.7,4.4,1.7,7.5,13.5,32.5,54.0,70.5,22.4,69.2,8.4,68.3,4.8,1.7,11.5,5.8,3.0,6.4,12.6,9.1,6.0,64.0,73.0,48.0,56.5,60.9,59.0,60.3,55.6
2017-08-15,2471.65,435.77,1316.02,47.23,258.5,74.0,120.4,101.7,148.4,34.4,18.4,12.9,8.4,19.9,13.2,47.2,16.8,1.5,7.3,4.6,50.5,5.0,1.2,5.9,13.2,34.5,52.3,71.7,19.8,72.2,8.0,70.0,5.0,2.0,11.6,4.9,4.2,7.1,14.0,8.5,6.8,67.0,77.0,48.0,58.4,60.7,65.0,60.3,59.6
2017-09-15,2519.36,427.66,1283.83,51.67,266.3,70.0,120.6,103.0,146.9,32.7,18.0,12.1,8.6,20.5,13.0,49.3,19.2,1.8,7.4,4.5,53.8,4.0,1.1,6.9,13.2,33.4,53.4,70.9,20.9,69.5,9.6,67.8,5.4,1.2,11.6,6.9,4.2,7.4,13.2,8.4,8.3,64.0,73.0,47.0,60.0,64.8,53.0,60.2,58.5
2017-10-15,2575.26,427.62,1269.46,54.38,242.3,75.0,126.2,109.0,152.0,36.7,17.1,14.0,7.5,20.3,11.6,46.2,18.7,2.5,6.4,2.9,48.8,5.2,1.0,7.1,13.5,34.4,52.1,72.2,22.1,70.9,7.0,69.7,5.0,1.7,10.8,4.3,4.7,7.2,12.8,8.8,6.0,68.0,78.0,48.0,58.6,63.7,50.0,62.0,59.4
2017-11-15,2647.58,429.72,1279.13,57.4,246.0,77.0,128.6,111.0,154.9,37.5,16.8,13.3,7.6,20.3,12.1,45.7,21.3,1.5,6.5,3.9,53.4,4.9,1.1,6.5,12.3,35.0,52.7,72.1,23.1,70.2,6.7,66.6,5.6,1.9,10.3,6.5,5.1,8.1,12.6,8.1,7.4,69.0,76.0,50.0,57.6,63.2,59.0,63.1,58.4
2017-12-15,2673.61,432.45,1303.46,60.42,243.0,80.0,123.1,100.8,156.5,36.3,16.0,13.0,9.0,22.7,15.9,47.7,18.9,2.4,7.4,3.4,59.3,4.0,1.6,7.1,11.7,35.8,52.5,68.3,21.6,69.4,9.0,65.2,6.0,1.9,12.2,7.2,5.3,8.9,13.9,8.5,9.5,74.0,79.0,58.0,59.7,66.8,56.0,65.9,58.4
2018-01-15,2823.81,443.46,1341.67,64.85,235.3,79.0,124.3,104.0,154.7,37.2,16.3,13.6,7.9,20.6,12.5,46.5,18.7,2.0,6.0,2.8,50.1,5.1,1.2,6.4,13.0,35.0,52.0,71.5,21.5,68.7,9.8,68.8,4.7,2.1,12.7,5.4,4.5,8.7,12.2,8.9,5.7,72.0,78.0,54.0,59.4,66.5,52.0,64.3,54.8
2018-02-15,2713.83,443.64,1319.34,61.59,222.0,77.0,130.0,109.2,161.2,39.1,15.1,12.9,8.6,23.5,12.4,45.8,22.4,2.0,6.4,3.4,52.1,5.1,1.0,6.7,11.3,36.5,52.2,67.9,25.0,65.6,9.4,65.2,5.1,1.1,11.9,5.7,4.5,8.2,12.9,9.0,6.7,71.0,80.0,54.0,60.9,64.9,46.0,63.1,59.7
2018-03-15,2640.87,436.88,1323.43,64.91,225.3,77.0,127.0,106.2,158.1,39.5,15.7,11.5,7.2,23.2,12.5,44.8,18.9,1.7,6.0,3.6,49.5,3.9,0.7,6.1,13.3,37.6,49.1,69.6,23.2,66.6,10.2,68.6,4.0,1.5,12.4,5.3,4.4,6.5,13.6,9.5,6.2,70.0,78.0,51.0,58.8,61.6,42.0,60.6,55.9
2018-04-15,2648.05,445.41,1313.18,68.57,221.5,74.0,125.6,104.3,157.5,38.2,15.5,12.6,7.9,21.8,13.2,46.3,18.6,1.6,6.9,3.8,54.3,4.7,1.5,6.6,12.3,34.8,52.9,70.3,23.6,66.6,9.8,68.2,4.5,1.3,10.5,6.4,4.2,8.8,13.1,9.5,7.8,68.0,77.0,51.0,58.6,62.7,36.0,60.3,55.9
2018-05-15,2705.27,446.22,1304.08,67.05,224.3,76.0,128.8,107.2,161.2,42.1,15.6,12.1,8.0,21.4,13.1,42.3,19.7,1.0,5.5,3.5,50.8,5.1,1.0,6.3,12.6,38.6,48.8,70.6,23.3,68.9,7.8,67.2,4.3,0.7,11.3,5.8,4.6,7.1,12.5,8.6,7.9,70.0,77.0,51.0,59.0,62.7,35.0,61.9,57.4
2018-06-15,2718.37,439.11,1251.13,74.15,222.5,74.0,127.1,104.0,161.7,40.4,15.1,10.9,7.9,19.7,13.1,44.5,20.0,1.8,6.1,3.3,49.7,4.0,1.0,5.3,11.5,37.2,51.3,72.4,20.7,70.0,9.3,66.9,5.0,1.6,11.7,5.0,3.6,6.9,11.2,11.0,7.0,68.0,75.0,50.0,59.9,64.6,40.0,60.6,55.6
2018-07-15,2816.29,432.26,1222.01,69.89,209.5,74.0,127.9,102.4,166.1,42.8,14.8,11.1,9.4,20.4,15.2,42.4,22.6,1.3,5.4,3.2,47.8,4.1,0.9,5.7,10.3,38.1,51.6,70.2,22.9,66.8,10.3,62.2,5.2,1.3,10.2,5.0,4.4,8.6,11.2,8.0,5.4,68.0,73.0,51.0,58.1,58.9,37.0,59.3,56.2
